id,screen_name,name,location,description,created_at,friends,followers,statuses,favorites
454099919,McFaul,Michael McFaul,"Stanford, California",Professor,Tue Jan 03 16:36:02 +0000 2012,799,98163,20453,521
31801993,FrankPallone,Rep. Frank Pallone,#NJ,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",Thu Apr 16 13:51:56 +0000 2009,932,13907,5792,8
14939981,questlove,Questlove Gomez,Philly & Fi-Di NYC & 31Rock,"never a teacher, always a student. the correct answer is always PB&J.--oh i do have 15 actual jobs #BlueCollar1Percenter.",Thu May 29 02:17:23 +0000 2008,7506,3291100,54250,73
123945193,JasonBiggs,Jason Biggs,the smush room,"The Jewiest looking non-Jew.

Note: If your kids are on my page, they shouldn't be. Also, you're a shitty parent.",Wed Mar 17 18:41:07 +0000 2010,530,502797,5815,2776
172858784,timkaine,Senator Tim Kaine,,U.S. Senator from the Commonwealth of Virginia,Fri Jul 30 20:00:32 +0000 2010,680,36562,4829,76
107145088,ChrisRyanPhD,Christopher Ryan,Carpe fucking diem.,"Book: Sex at Dawn. Podcast: Tangentially Speaking. Philip Seymour Hoffman-ish, some say.",Thu Jan 21 17:38:52 +0000 2010,99,20573,18743,379
7861312,feliciaday,Felicia Day,"Los Angeles, CA","Actress, New Media Geek, Gamer, Misanthrope. I like to keep my Tweets real and not waste people's time.",Tue Jul 31 22:58:08 +0000 2007,426,2383917,24435,4758
36047098,davidmwessel,David Wessel,"Washington, D.C.","Director, Hutchins Center on Fiscal & Monetary Policy, Brookings institution. Contributing correspondent, The Wall Street Journal",Tue Apr 28 12:01:18 +0000 2009,595,65412,22207,190
28049003,GreatDismal,William Gibson,Vancouver,,Wed Apr 01 04:17:37 +0000 2009,161,160848,45353,76
15485441,jimmyfallon,jimmy fallon,"New York, New York",astrophysicist,Fri Jul 18 19:46:50 +0000 2008,6289,21857028,8040,0
16589206,wikileaks,WikiLeaks,Everywhere,We open governments.,Sat Oct 04 06:41:05 +0000 2008,5480,2506217,35233,2
24774508,leannrimes,LeAnn Rimes Cibrian,Wherever my heart is,"INSPIRE...lift others, lift yourself...MUSIC is life PROUD Wife & Stepmom LOVE bikinis, fitness, fashion & good quotes  
http://t.co/NCSBWAWzkq",Mon Mar 16 21:33:24 +0000 2009,2593,563011,83997,19391
20786801,murphymike,mike murphy,Los Angeles,GOP Political Consultant... Meet the Press Analyst... Senior Fellow at Harvard/JFK Belfer Center... Writer/Prod in Hollywood. Tweets are my personal view.,Fri Feb 13 17:13:51 +0000 2009,1030,50306,7709,6
467726691,CheriJacobus,Cheri Jacobus,"New York, NY","GOP consultant, TV pundit, wrote for The Hill, The Guardian.  Ran campaigns, worked on Capitol Hill, RNC, adjunct professor GWU Grad School of Political Mgmt",Wed Jan 18 19:44:35 +0000 2012,436,6179,10321,3910
15694863,Beyerstein,Lindsay Beyerstein,"Brooklyn, NY","Investigative journalist, blogger at Clear it With Sidney at the Hillman Foundation and Duly Noted at In These Times. Co-Host of @PointofInquiry. #binders",Fri Aug 01 21:31:38 +0000 2008,7901,7205,12751,1181
16303106,StephenAtHome,Stephen Colbert,,pollywog,Mon Sep 15 22:31:44 +0000 2008,1,7519975,3532,6
972651,mashable,Mashable,,"News, resources, inspiration and fun for the connected generation. Tweets by @mashable staff.",Mon Mar 12 01:28:01 +0000 2007,2793,5037921,131309,488
148529707,RBReich,Robert Reich,"Berkeley, CA","Husband, father, grandfather, Berkeley professor, former US Secretary of Labor. 
Movie INEQUALITY FOR ALL now available on Netflix, iTunes, DVD.",Wed May 26 23:17:10 +0000 2010,92,222786,2622,1
5336752,PeterHambyCNN,Peter Hamby,"Washington, D.C.",CNN National Political Reporter. RVA native. Cowbell player in LCD Soundsystem. I wrote this: http://t.co/LkAAipmBIf,Fri Apr 20 15:53:03 +0000 2007,5109,50602,14670,1248
961231092,AliceDreger,Alice Dreger,the nearest open water,"Historian of science/medicine, writer, and (im)patient advocate. Author of GALILEO'S MIDDLE FINGER coming March 2015: https://t.co/5kSoSNV7tE",Tue Nov 20 21:26:00 +0000 2012,737,2236,10635,4107
21844854,jonathanalter,Jonathan Alter,"ÜT: 40.823266,-74.216797","Emily's husband, Charlotte, Tommy, Molly's dad, author,FDR,Obama books. MSNBC analyst, DailyBeast columnist, EP: Alpha House. Chicago native.",Wed Feb 25 07:15:20 +0000 2009,299,58856,4330,22
108617810,DanaBashCNN,Dana Bash,"Washington, D.C.","Chief Congressional Correspondent, CNN",Tue Jan 26 14:24:27 +0000 2010,599,113466,5270,41
20713061,newtgingrich,Newt Gingrich,,"Husband, father, grandfather, citizen, small businessman, author, former Speaker of the House.",Thu Feb 12 20:18:08 +0000 2009,674,1496247,6245,68
19725644,neiltyson,Neil deGrasse Tyson,New York City,Astrophysicist.  Author: Space Chronicles & Inexplicable Universe [Video]; Host: @StarTalkRadio & @COSMOSonTV,Thu Jan 29 18:40:26 +0000 2009,44,3239095,4258,3
116763916,JeffDSachs,Jeffrey D. Sachs,"Columbia University, New York",Director of the @EarthInstitute and the Sustainable Development Solutions Network (@unsdsn),Tue Feb 23 14:13:05 +0000 2010,272,177001,6935,9
476256944,SenFeinstein,Sen Dianne Feinstein,California,United States Senator from California. On Facebook at: http://t.co/siExqwIu,Fri Jan 27 23:06:59 +0000 2012,128,50417,1867,0
155823836,IJasonAlexander,jason alexander,"los angeles, ca",actor/dir./prod./author/magician/ poker guy/once on big sitcom,Tue Jun 15 07:23:59 +0000 2010,148,379806,10202,7
15234546,TerryMoran,Terry Moran,London,"Chief Foreign Correspondent, ABC News.",Wed Jun 25 18:10:43 +0000 2008,520,1185823,5225,46
18130749,AdrianneCurry,Adrianne Curry,Los Angeles,"Host, Reality TV Veteran, Mistress of The Dorks & The 1st America's Next Top Model. gamer/NIN fan.   Inquiries Contact AdrianneCurryhere@gmail.com",Mon Dec 15 04:39:51 +0000 2008,311,489856,47666,6276
131763362,sherryrehman,sherryrehman,Pakistan in my heart.,Vice President PPP. Former Pakistan Amb to the US/Fed Minister. Chair Jinnah Institute.Will take a bullet for the motherland but hope r children dont have to.,Sun Apr 11 07:25:27 +0000 2010,733,304930,14873,249
18713254,simonpegg,Pegg News,Earth,"SIMON IS NO LONGER TWEETING FROM THIS ACCOUNT. Just news and info, moderated by Harmony Carrigan, Claire Finbow and Simon Hargreaves.",Wed Jan 07 06:19:34 +0000 2009,0,5323895,15296,24
16017475,NateSilver538,Nate Silver,New York,"Editor-in-Chief, FiveThirtyEight. Author, The Signal and the Noise (http://t.co/9mLliQYI8N). Sports/politics/food geek.",Wed Aug 27 20:56:45 +0000 2008,701,1144649,9939,20
23176276,MeghanMcCain,Meghan McCain,Arizonan,Ride or Die,Sat Mar 07 07:49:49 +0000 2009,376,247651,12810,2674
25203361,Rosie,Rosie,NY,just me,Thu Mar 19 01:08:50 +0000 2009,8705,798806,25099,137
26642006,Alyssa_Milano,Alyssa Milano,Los Angeles,"☮, ♥, and BASEBALL. I tweet a lot. Consider yourself forewarned. My other accounts➛ @AlyssaDotCom @TouchByAM!",Thu Mar 26 00:34:20 +0000 2009,1432,2797228,30749,380
451586190,rupertmurdoch,Rupert Murdoch ,,,Sat Dec 31 18:29:24 +0000 2011,93,563094,1374,11
52596376,JohnAvlon,John Avlon,New York City,"Editor-in-Chief of The Daily Beast. CNN contributor. Author of Independent Nation & Wingnuts, editor of Deadline Artists. @margarethoover's husband, Jack's dad.",Wed Jul 01 01:53:28 +0000 2009,1809,18243,14662,1573
78194111,ChelseaVPeretti,Chelsea Peretti,Los Angeles,"One of the greats. Brooklyn Nine Nine, Kroll Show, Louie, Titanic. CAPS AREN'T YELLING THEY R ACTION MOVIE LEVEL INTENSITY TWEETING. Hour special on Netflix",Tue Sep 29 02:35:35 +0000 2009,906,416370,21521,50857
156818636,latoyajackson,La Toya Jackson,Beverly Hills,"Exec. Producer of DANCING IN JAFFA Available Now http://t.co/Xwn9KIeWTn Single, Feels Like Love Available Now http://t.co/PzT2mQIOu8 IG @OfficialLaToyaJackson",Fri Jun 18 01:15:39 +0000 2010,274,375113,7553,39
71350663,campsucks,Jenni Konner,,"I can tell you when she will die, and what will happen to her family. I love that about me! -- also i write and ep #Girls on HBO.",Thu Sep 03 20:27:57 +0000 2009,913,74102,4936,5392
7745472,JoannaStern,Joanna Stern,New York,I've got a one tech mind. WSJ Personal Technology Columnist.,Thu Jul 26 20:48:30 +0000 2007,1466,63751,19577,6894
165039823,Peoples_Pundit,Richard Baris,"Gainesville, FL",Senior Political Analyst At @PPDNews - 2014's Most Accurate Election Model | Author of 'Our Virtuous Republic' | http://t.co/InCylu0Wqa | Vet | Wife @LauraBaris,Sat Jul 10 12:26:58 +0000 2010,2170,2315,12915,387
78400205,JohnCassidy,John Cassidy,New York City,http://t.co/gpdFMVCdBz,Tue Sep 29 19:55:55 +0000 2009,765,21616,3936,17
23837194,danielpmcdermot,Dan McDermott WCR,"Bentonville, Virginia",Newspaper Publisher and Host of Google Plus Week and Our Android Week. http://t.co/VKoJkRLJ0Y YouTube channel: http://t.co/h3In3virDF,Wed Mar 11 21:49:34 +0000 2009,140,4754,12132,429
27750488,PaulaAbdul,The Real Paula Abdul,"Los Angeles, CA","For bookings only, contact pabookingsworldwide@gmail.com
American pop singer, dancer, choreographer, actress and television personality.",Mon Mar 30 22:42:25 +0000 2009,2452,2342830,19410,1111
24889586,AnandWrites,Anand Giridharadas,"Brooklyn, New York",Write two @NYTimes columns (http://t.co/n4F8R176iq). Author of #IndiaCalling ('11) & @TheTrueAmerican ('14). Did #DailyShow. Wed wondrous @PriyaParker,Tue Mar 17 14:33:12 +0000 2009,2516,15150,7002,1961
18029328,SecretsBedard,Paul Bedard ,"Washington, DC",Washington Secrets guy pbedard@washingtonexaminer.com,Wed Dec 10 20:24:36 +0000 2008,3416,7646,12522,12
33425958,rdotinga,Randy Dotinga,San Diego,"President, American Society of Journalists & Authors, the voice of 1,200 independent writers. Freelance scribbler. @csmonitor book reviewer. 'Fatuous twit.'",Mon Apr 20 04:37:17 +0000 2009,477,2750,23237,2744
17017636,johncusack,John Cusack,USA,Apocalyptic shit disturber and elephant trainer.,Tue Oct 28 08:16:13 +0000 2008,171,1535631,22113,79
17498493,CarsonDaly,Carson Daly,,Amp radio. The Voice. TODAY.,Wed Nov 19 23:08:21 +0000 2008,23231,445748,14651,30
191332968,caityweaver,Caity Weaver,,Editor at Gawker. Cofounder of http://t.co/Wq05rNGKcZ (Tumblr's premier Taylor Swift Fragrance Review tumblr). Email: caity[at]gawker.,Thu Sep 16 05:21:25 +0000 2010,88,22146,5116,2660
21307076,SusanPage,Susan Page,"Washington, DC",Washington Bureau Chief of USA Today. Nine presidential campaigns. Five White House administrations. (Still trying to get it right.),Thu Feb 19 15:24:13 +0000 2009,930,26780,10084,33
24789175,JamesFallows,James Fallows,,"National correspondent, the Atlantic",Mon Mar 16 22:56:03 +0000 2009,680,63894,4668,15
28587919,THEHermanCain,Herman Cain,"Stockbridge, Georgia","Official Twitter profile of Herman Cain. Tell YOU the Truth, Give YOU the Facts, Inspire YOU to join the FIGHT... Listen 24/7 http://t.co/NXz9LQ5XfZ",Fri Apr 03 15:42:24 +0000 2009,1197,332464,8934,8
16900536,unfoRETTAble,Retta,Los Angeles,"I'm Donna on Parks & Rec, Duke alum & I cuss a lot.
Got an itchy block finger & not afraid to use it.
P.S. I real time tweet my favorite shows: #YouveBeenWarned",Wed Oct 22 04:35:37 +0000 2008,412,283934,30312,154
14085096,JohnRentoul,John Rentoul,London,"Columnist, Independent on Sunday; visiting professor, contemporary history, Queen Mary Univ London; books: Tony Blair, PM; Banned List; QTWTAIN; Listellany",Wed Mar 05 21:14:27 +0000 2008,266,43829,91093,1037
42282305,EricaJong,Erica Jong,CT or NY,"Official Twitter account for Erica Jong poetstoryteller,defrocked academic, author of 24 books incl FEAR OF FLYING & FEAR OF DYING Sept 2015.",Sun May 24 21:10:53 +0000 2009,13159,11906,5826,1804
29442313,SenSanders,Bernie Sanders,Vermont/DC,"Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",Tue Apr 07 13:02:35 +0000 2009,1736,269663,11466,2
21634627,CitizenCohn,Jonathan Cohn,"Ann Arbor, Michigan","Writer at the Huffington Post, covering health care, social welfare, and other policy issues. Come for the journalism, stay for the Billy Joel interludes.",Mon Feb 23 05:46:55 +0000 2009,2057,29855,18735,10
15143478,RichardDawkins,Richard Dawkins,,"English biologist & writer. Likes science, the poetry of reality. Dislikes pretentious obscurantism. Treats all religions with good-humoured ridicule.",Tue Jun 17 08:15:17 +0000 2008,302,1127593,21585,28
18812301,katiecouric,Katie Couric,"New York, NY","Nail-biting, piano-playing, poetry-reading, shoe-loving, mother, daughter, wife. @YahooNews Global Anchor. Newsletter: http://t.co/CIgzQi5eYs",Fri Jan 09 19:41:19 +0000 2009,2240,1237163,19114,1432
94143715,KatieS,Katie Jacobs Stanton,San Francisco | Paris ,Mom of 3 kids & @tacopuppy. Global Media @Twitter. Membre du Conseil de surveillance @Vivendi_News,Wed Dec 02 18:20:00 +0000 2009,852,90601,19218,15856
26668729,John_Hudson,John Hudson,"Washington, D.C.",Senior Reporter @ForeignPolicy and co-author of The Cable blog | tips: John.Hudson@ForeignPolicy.com,Thu Mar 26 02:39:24 +0000 2009,1284,6444,7321,1166
206506117,Ruth_A_Buzzi,RUTH BUZZI,"Sunset Ranch, Texas","I'm happily retired from showbiz; enjoying our cats, horses, cows, and the cowboy lifestyle in beautiful north Texas with my husband!",Sat Oct 23 03:07:40 +0000 2010,5565,50417,5404,19599
449588356,Kasparov63,Garry Kasparov,New York / Moscow,"Chairman of the Human Rights Foundation (@HRF). Author, speaker, 13th World Chess Champion. https://t.co/sk5Blgi0Cp",Thu Dec 29 08:17:34 +0000 2011,264,126400,7058,8
19119809,wkamaubell,W. Kamau Bell,"Berkeley, CA","I tell jokes, but I'm not kidding. Media requests go to sheila@rightonpr.com.",Sat Jan 17 19:01:11 +0000 2009,722,54656,18434,3987
20776147,seanspicer,Sean Spicer,,"Chief Strategist & Communications Director at the Republican National Committee  @GOP Horrable speller, Wicked big @RedSox/@Patriots fan, right handed, Libra",Fri Feb 13 15:06:14 +0000 2009,1175,13446,9808,49
14824849,SteveMartinToGo,Steve Martin,Texas tour at end of July! ,Currently on a Twitter sparseness and work hiatus so I can actually work.,Sun May 18 21:33:55 +0000 2008,113,5693970,5567,13
21269970,RoyBlunt,Senator Roy Blunt,Missouri,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.,Thu Feb 19 02:58:03 +0000 2009,6805,34449,4768,11
19362341,mariashriver,Maria Shriver,"Los Angeles, CA","A mom who's proud of her children. A communicator and convener. My mission: to inform, inspire & ignite people to impact their world as #ArchitectsofChange.",Thu Jan 22 21:23:52 +0000 2009,213944,2328505,7969,1385
147649517,MarkLeibovich,Mark Leibovich,.,"Chief National Correspondent, New York Times Magazine, based in Washington, DC.   Author of This Town, http://t.co/fSuxyoNaRp",Mon May 24 17:51:06 +0000 2010,606,33213,7259,45
20030018,Roygeneable,Roy-Gene (Aidan),"Daegu, South Korea","I like my brews strong, my conversations deep, and my flannel plaid. Occasionally obnoxious but, between you, me, and Whitney, I just wanna dance with somebody.",Wed Feb 04 05:45:20 +0000 2009,133,202,5329,779
102488708,SteveForbesCEO,Steve Forbes,"New York, NY","Chairman & Editor-In-Chief, Forbes Media. Co-Author of MONEY: How the Destruction of the Dollar Threatens the Global Economy--and what we can do about it.",Wed Jan 06 21:44:34 +0000 2010,830,102103,6675,683
32169040,HarveyFierstein,Harvey Fierstein,,,Thu Apr 16 21:53:02 +0000 2009,0,30536,2360,3184
305189255,RameshPonnuru,Ramesh Ponnuru,"Washington, DC","National Review senior editor, Bloomberg View columnist, AEI Visiting Fellow",Wed May 25 20:01:54 +0000 2011,531,30742,12994,9
25333609,HalaGorani,Hala Gorani,London,Anchor and Correspondent. Host of CNNI's The World Right Now with Hala Gorani.,Thu Mar 19 16:41:46 +0000 2009,635,149383,10582,1071
211588974,SenatorKirk,Mark Kirk,"Highland Park, Illinois",I serve the people of the state of Illinois in the United States Senate. Please do not hesitate to contact me if you have any questions or need assistance.,Wed Nov 03 17:51:13 +0000 2010,1852,32714,3875,0
103065157,David_Cameron,David Cameron,UK,Prime Minister and Leader of the @Conservatives,Fri Jan 08 19:23:35 +0000 2010,384,923402,1512,0
22056192,mcmoynihan,Michael C Moynihan,"Brooklyn, NY",Columnist at The Daily Beast,Thu Feb 26 20:22:29 +0000 2009,1103,16801,12445,307
278145569,MarshaBlackburn,Marsha Blackburn,"Brentwood, TN",I am honored to serve the people of Tennessee's 7th District.,Wed Apr 06 18:05:33 +0000 2011,2334,16890,2962,20
14348594,hodgman,John Hodgman,Brooklyn,,Thu Apr 10 04:55:57 +0000 2008,2042,1035997,31184,16286
24980246,NikkiFinke,Nikki Finke,"Los Angeles, USA",Journalist. Blogger. Editor-in-Chief Emeritus and Founder of Deadline Hollywood. Tip her at http://t.co/9xcYsHVOM1.,Tue Mar 17 23:28:59 +0000 2009,2596,255067,41568,1872
16581604,MikeBloomberg,Mike Bloomberg,New York City,"Entrepreneur, philanthropist, and three-term mayor of New York City",Fri Oct 03 18:31:59 +0000 2008,289,687242,8059,6
28472888,jenniferweiner,Jennifer Weiner,On your bookshelf,She has no case. So she tweets.,Fri Apr 03 01:41:41 +0000 2009,1803,106849,21765,1441
17736137,MichaelChiklis,Michael Chiklis,Los Angeles,Emmy & Golden Globe award winning actor. Director/Musician/Producer. Founder Extravaganza: Films TV Music & Theater,Sat Nov 29 15:48:00 +0000 2008,979,112616,10118,3192
247033019,fstonenyt,David Firestone,New York,"Former New York Times reporter, editor, and editorial board member. (Brooklyn, ex-K.C.)",Thu Feb 03 23:27:59 +0000 2011,950,6171,4210,24
21786618,billmckibben,Bill McKibben,Vermont,"Author, Educator, Environmentalist and Founder of http://t.co/Wy9Mw8NGD7",Tue Feb 24 19:30:06 +0000 2009,710,144708,11436,17
14068794,JeffreyFeldman,JeffreyFeldman,New York City,"Dad, progressive author (Framing The Debate), CBC TV pundit, HuffPo, Mediaite, Frameshop, Michigander in NYC.",Sun Mar 02 14:28:14 +0000 2008,49894,47681,13362,4
21674448,KevinMaddenDC,Kevin Madden,"Washington, DC",A simple city boy- you might say a cockeyed optimist- mixed up in the high stakes game of world diplomacy and international intrigue...,Mon Feb 23 18:00:07 +0000 2009,3545,34191,19721,1689
16190898,RyanSeacrest,Ryan Seacrest,"Los Angeles, CA",The day will happen whether or not you get up. - John Ciardi,Mon Sep 08 19:55:09 +0000 2008,561,13241407,9901,76
26820275,SenScottBrown,Scott P. Brown,"Rye, NH",I'd love to update you via facebook as well at http://t.co/ngpPx78VKY,Thu Mar 26 19:02:25 +0000 2009,3899,67994,3531,36
23544596,mindykaling,Mindy Kaling,Los Angeles ,Instagram: @mindykaling / welcome my little mindy mouses,Tue Mar 10 02:29:28 +0000 2009,676,3746826,12666,8198
102230123,JohnFDaley,John Francis Daley,,"Actor (BONES), Writer (HORRIBLE BOSSES), Director (VACATION), Eater (SUSHI), Drinker (BOURBON), Exerciser (ROWING MACHINE), Flosser (TEETH)",Wed Jan 06 01:27:52 +0000 2010,660,286860,1328,921
122994639,WilliamJHague,William Hague,London and Richmond,"1st Secretary of State, Leader of House of Commons, PM's Special Representative on Preventing Sexual Violence in Conflict, & MP for Richmond. Married to Ffion",Sun Mar 14 16:23:59 +0000 2010,402,263228,4047,27
15952856,AriBerman,Ari Berman,New York,"Author: Herding Donkeys http://t.co/fhIxtkpwDW 
Reporter: @thenation. Writing history of voting rights for @fsgbooks. For speeches: http://t.co/DnAUsGg5Nw",Sat Aug 23 01:46:02 +0000 2008,1652,23309,14754,2930
523632806,artiequitter,Artie Lange,,,Tue Mar 13 20:16:20 +0000 2012,116,286953,9088,133
15007149,JohnKerry,John Kerry,Proud Bostonian,"Husband, father, grandfather, brother, former Senator, 68th U.S. Secretary of @StateDept",Wed Jun 04 16:51:10 +0000 2008,401,412866,1049,0
90484508,GovChristie,Governor Christie,"Trenton, NJ",Official Twitter Account of the 55th Governor of New Jersey. Husband and proud father of four.,Mon Nov 16 21:08:09 +0000 2009,595,507128,7056,5
19674502,AmbassadorRice,Susan Rice,"Washington, DC","@WhiteHouse National Security Advisor, former @USUN Ambassador, Mom. Tweets may be archived. More at http://t.co/yQRinzKGnZ.",Wed Jan 28 20:42:20 +0000 2009,225,451267,2886,0
15432218,JacksonDiehl,Jackson Diehl,"Washington, DC",I write editorials and a column on foreign affairs for The Washington Post,Mon Jul 14 20:58:00 +0000 2008,336,9942,5631,18
41229669,KellyOsbourne,Kelly Osbourne,London / Los Angeles,"@E_FashionPolice co-host, Fashion designer, Singer, Actress, EQUAL RIGHTS ACTIVIST! #KellysHeroes You DON'T have to LIKE everyone! You DO have to LOVE everyone!",Tue May 19 22:34:19 +0000 2009,1927,3957489,13758,81
22120547,amanda_hocking,Amanda Hocking,"Rochester, MN","Obsessive tweeter. John Hughes mourner. Batman devotee. Unicorn enthusiast. Muppet activist. Author of Trylle, Kanin, & Watersong series.",Fri Feb 27 08:12:46 +0000 2009,189,26782,30501,9466
970563998,RNicholasBurns,Nicholas Burns,,"Harvard Kennedy School Professor, former American Diplomat and loyal member Red Sox Nation",Sun Nov 25 18:44:37 +0000 2012,531,7681,2010,27
270453567,mckonomy,Michael McKee,,Economics Editor for Bloomberg TV and Radio,Tue Mar 22 17:05:38 +0000 2011,456,9513,7481,22
15439395,stephenfry,Stephen Fry,The big wide world,Holidaying from twitter for a while. Direct Messages never read. Be well!,Tue Jul 15 11:45:30 +0000 2008,51261,8840046,21130,78
225663702,ClipperChip,Touya Akira,,神の一手,Sun Dec 12 04:11:26 +0000 2010,638,256120,20140,12
65493023,SarahPalinUSA,Sarah Palin,Alaska,Former Governor of Alaska and GOP Vice Presidential Nominee,Thu Aug 13 22:56:16 +0000 2009,137,1132594,2499,0
1157891,ManBartlett,Man,"New York, NY",Artist. Radical Seeker. Shapeshifter. Husband to @itsmejodi.,Wed Mar 14 14:06:01 +0000 2007,1916,9185,11222,14471
5520952,paulocoelho,Paulo Coelho,Genève/ CH,Writer,Thu Apr 26 07:32:00 +0000 2007,198,9875975,29095,8234
14275562,reihan,Reihan Salam,"Brooklyn, NY","@NRO, @NR_Institute, @CNN, @Slate, @NationalAffairs, @VICE",Tue Apr 01 15:33:08 +0000 2008,628,18894,31098,56
20632528,MichaelAusiello,Michael Ausiello,"NY, NY","Founder and Editor-in-Chief, http://t.co/jXZaVNge",Wed Feb 11 21:55:58 +0000 2009,1099,1191579,26551,407
67728650,mountain_goats,The Mountain Goats,NC/SC,treated as a wight on the cleric/undead matrix,Fri Aug 21 21:48:25 +0000 2009,1424,104878,17144,1315
18695134,SenatorMenendez,Sen. Robert Menendez,,Proudly serving the State of New Jersey in the United States Senate.,Tue Jan 06 21:01:12 +0000 2009,588,46353,3850,5
14342384,kentucker,kentucker,,TV critic for http://t.co/5CmmEn7mF5; NPR Fresh Air music critic; book critic in many places.,Wed Apr 09 15:07:18 +0000 2008,1212,18667,6377,1392
247334603,SenatorDurbin,Senator Dick Durbin,,Serving the people of Illinois. U.S. Senate Democratic Whip. Follows/RTs do not equal an endorsement.,Fri Feb 04 15:50:42 +0000 2011,1605,52572,3763,123
15097615,hilaryr,Hilary Rosen,Wash.DC,Inside the Beltway looking out. A Democrat on CNN and a mom with opinions- my own.  And interested in yours. I'm an optimist. I love music. Lots of it. @SKDK,Thu Jun 12 15:28:15 +0000 2008,2570,51112,6251,60
30364057,SarahKSilverman,Sarah Silverman,state of Palestine ,"We're all just molecules, Cutie.",Sat Apr 11 01:28:47 +0000 2009,516,6071484,3782,1359
41634520,seanhannity,Sean Hannity,NYC,,Thu May 21 17:41:12 +0000 2009,4715,1090238,24908,101
35294738,johnjcook,John Cook,New York City,Executive editor for investigations at Gawker Media. Email: john@gawker.com. PGP Key: http://t.co/BIPBYtyDKs,Sat Apr 25 19:56:28 +0000 2009,1899,17889,10714,4
17078632,BobbyJindal,Gov. Bobby Jindal,"Baton Rouge, LA",The Official Bobby Jindal Twitter Page,Fri Oct 31 01:35:15 +0000 2008,21000,175051,1960,0
22509548,DarrellIssa,Darrell Issa,"Vista, CA & Washington, DC","I work for CA-49 and I'm the House GOP's chief watchdog.  I also greatly enjoy an #OPEN, accessible & uncensored internet.",Mon Mar 02 17:39:00 +0000 2009,35787,185203,19331,838
59482886,Arightside,Armstrong Williams,Washington D.C.,"Political Pundit, Entrepreneur, Columnist, TV & Radio host.
Listen live to the Armstrong Williams Show talk show on #SiriusXM 126, from 6-8 pm EST #Urbanview",Thu Jul 23 14:44:08 +0000 2009,1931,4027,5905,83
36082429,jack_welch,Jack Welch,,"Author, Commentator, and Executive Chairman of the Jack Welch Management Institute, a business school offering an MBA at Strayer University.",Tue Apr 28 14:46:15 +0000 2009,135,1447373,2716,50
65539351,passerpiccolo,vince passaro,"not far from midtown, really",Writer. Teacher. Master warrior of the losing battle.,Fri Aug 14 02:31:22 +0000 2009,279,326,1605,26
33919343,AshleyRParker,Ashley Parker,,I remain skeptical about Twitter.,Tue Apr 21 14:28:57 +0000 2009,1701,37310,7036,834
15442036,SenatorBoxer,Sen. Barbara Boxer,"Washington, D.C.",U.S. Senator Barbara Boxer of California.,Tue Jul 15 16:02:13 +0000 2008,114,56215,1654,0
20641995,MarioLopezExtra,Mario Lopez,"Los Angeles, California","Husband, Father, Host, Actor, Producer, New York Times best selling author & Mexican kid from Chula Vista....",Thu Feb 12 00:08:49 +0000 2009,265,961011,16073,2659
124003770,cher,Cher  ,"Malibu, California","Stand & B Counted or Sit & B Nothing.
Don't Litter,Chew Gum,Walk Past 
Homeless PPL w/out Smile.DOESNT MATTER in 5 yrs IT DOESNT MATTER
THERE'S ONLY LOVE&FEAR",Wed Mar 17 23:05:55 +0000 2010,157,2482968,13290,876
24929621,ParisHilton,Paris Hilton,,Download Come Alive: https://t.co/WjfV87aTXb,Tue Mar 17 18:45:05 +0000 2009,6582,13175134,23908,7587
637338906,carlreiner,carl reiner,"Hollywood, CA",,Mon Jul 16 20:33:04 +0000 2012,38,85645,2187,62
6705042,bengoldacre,ben goldacre,London ,"NEW BOOK collected journalism OUT NOW http://t.co/MV51fLmOXp Doctor, nerd cheerleader, Bad Science person, stats geek, procrastinator ben@badscience.net",Sat Jun 09 23:51:43 +0000 2007,2004,381384,49427,1161
202415747,TheRichardLewis,Richard Lewis,In Therapy,Prince of Pain.,Thu Oct 14 00:25:37 +0000 2010,3490,141013,1947,196
177681327,thatbilloakley,Bill Oakley,,"TV Writer & Producer. The Simpsons, @MissionHillTV, Futurama, Regular Show, Portlandia, Flower Teen Kill Team GO!",Thu Aug 12 20:03:36 +0000 2010,675,27450,76,16213
34793170,SandraBernhard,Sandra Bernhard,New York,"Comedian, Actress, Author, Personality, Singer",Fri Apr 24 01:02:31 +0000 2009,403,238796,18467,25
22110336,maureenoco,Maureen O'Connor,NYC,I write for @NYMag and @TheCut. Tell me about your sex life. ♡♥,Fri Feb 27 05:10:07 +0000 2009,1117,14483,7812,3307
17350250,jessetyler,Jesse Tyler Ferguson,"Los Angeles, CA",I memorize other peoples words and say them in funny ways or dramatical ways.,Wed Nov 12 22:12:50 +0000 2008,244,1022101,6486,451
7401202,pmharper,Stephen Harper,"Ottawa, Ontario","Prime Minister of Canada. 

Suivez-moi en français à @premierministre.",Wed Jul 11 13:15:44 +0000 2007,220,721275,3057,3
27825390,ericstonestreet,Eric Stonestreet,Los Angeles,I am an actor. I play Cameron on ABC's Modern Family.,Tue Mar 31 06:05:15 +0000 2009,707,728231,6846,173
