created_at,description,favorites,followers,friends,id,location,name,party,screen_name,statuses
Thu Jan 03 17:35:05 +0000 2013,Proudly representing South Carolina's 7th Congressional District. Find me on FB at http://t.co/IB00psnMmQ.,0.0,3601.0,299.0,1058345042.0,,Congressman Tom Rice,gop,RepTomRice,401.0
Thu Jan 03 16:55:01 +0000 2013,Proud to represent New York’s 27th Congressional District.  Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce,14.0,2974.0,249.0,1058256326.0,,Rep. Chris Collins,gop,RepChrisCollins,2165.0
Thu Jan 03 15:30:06 +0000 2013,Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14,47.0,4277.0,325.0,1058051748.0,"Friendswood, TX",Randy Weber,gop,TXRandy14,1179.0
Tue Jan 01 00:01:45 +0000 2013,"Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri
http://t.co/ozYKLyoI",106.0,7165.0,2812.0,1051446626.0,"Ballwin, MO",Ann Wagner,gop,RepAnnWagner,1541.0
Sun Dec 30 20:54:06 +0000 2012,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,18.0,3605.0,620.0,1048784496.0,,Rep. Kevin Cramer,gop,RepKevinCramer,834.0
Sat Dec 29 20:06:12 +0000 2012,Congressman for Indiana's 6th Congressional District,224.0,4138.0,658.0,1045853744.0,"Shelbyville, IN",Rep. Luke Messer,gop,RepLukeMesser,935.0
Thu Dec 06 14:20:04 +0000 2012,Proudly representing the 13th Congressional District of Illinois.,7.0,4535.0,526.0,993153006.0,"Taylorville, IL",US Rep Rodney Davis,gop,RodneyDavis,1942.0
Wed Nov 28 21:12:14 +0000 2012,"Father, husband, and former prosecutor proudly representing #OH14",12.0,3416.0,2203.0,976969338.0," Washington, DC",Dave Joyce,gop,RepDaveJoyce,1872.0
Wed Nov 28 02:33:14 +0000 2012,U.S. Representative for Kentucky's 4th District,260.0,11928.0,556.0,975200486.0,,Thomas Massie,gop,RepThomasMassie,1543.0
Thu Nov 22 02:20:50 +0000 2012,"I am a businessman, husband and father proudly representing North Carolina's 11th Congressional District.",82.0,5863.0,1573.0,963480595.0,"Jackson County, NC",Mark Meadows,gop,RepMarkMeadows,1842.0
Tue Nov 20 18:31:27 +0000 2012,"Proud to serve the people of MD-1; Anesthesiologist; Father to Joe, Becky, Irene, Jessica, & Danny; Grandfather to Charles and Abigail",5.0,4254.0,506.0,960962340.0,Maryland's First District,"Rep. Andy Harris, MD",gop,RepAndyHarrisMD,1482.0
Tue Nov 20 15:44:58 +0000 2012,"Representing #NJ05.  Fighting for the Constitution, to control spending, and expand liberty and opportunity.",1.0,3848.0,193.0,960696949.0,,Scott Garrett,gop,RepGarrett,548.0
Thu Nov 15 19:31:22 +0000 2012,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District in the 113th Congress.",44.0,3661.0,1197.0,950328072.0,,Rep Robert Pittenger,gop,reppittenger,3296.0
Thu Nov 08 20:31:21 +0000 2012,Representative Mike Kelly proudly and humbly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.,1.0,5068.0,651.0,935368364.0,"Washington, DC",Rep. Mike Kelly,gop,MikeKellyPA,913.0
Thu Nov 08 17:41:00 +0000 2012,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,300.0,4789.0,1192.0,935033864.0,"Concord, NC",Richard Hudson,gop,RepRichHudson,2277.0
Mon Oct 29 15:02:02 +0000 2012,"Congressman Pat Tiberi's (OH-12) Press Office
http://www.facebook/RepPatTiberi",15.0,1906.0,570.0,912608010.0,,Tiberi Press Office,gop,TiberiPress,1563.0
Fri Sep 28 19:31:33 +0000 2012,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",0.0,1781.0,247.0,851621377.0,,Sensenbrenner Press,gop,JimPressOffice,199.0
Wed Jun 20 20:19:40 +0000 2012,Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District,8.0,2855.0,270.0,613725908.0,,Rep. Leonard Lance,gop,RepLanceNJ7,786.0
Fri May 18 16:01:17 +0000 2012,Republican Congressman for Colorado's 5th Congressional District. For regular email updates visit: https://t.co/pMJai4eGQ6,0.0,4097.0,677.0,584012853.0,Colorado Springs,Rep. Doug Lamborn,gop,RepDLamborn,1642.0
Wed Apr 11 18:01:44 +0000 2012,,1.0,6716.0,131.0,551195347.0,,House Intel Comm,gop,HouseIntelComm,727.0
Tue Apr 10 19:59:22 +0000 2012,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP,207.0,4647.0,456.0,550401754.0,"Somerset, KY",Hal Rogers,gop,RepHalRogers,1823.0
Thu Mar 08 16:25:14 +0000 2012,"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",374.0,3442.0,904.0,518644221.0,,Brad Wenstrup,gop,RepBradWenstrup,2565.0
Tue Nov 01 13:43:55 +0000 2011,Proudly representing Nevada's 2nd District,3.0,4914.0,1740.0,402719755.0,"Carson City, NV",RepMarkAmodei,gop,MarkAmodeiNV2,848.0
Wed Sep 21 18:42:06 +0000 2011,"Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",2.0,3451.0,1016.0,377534571.0,United States Capitol,Mac Thornberry Press,gop,MacTXPress,334.0
Thu Jun 09 21:48:45 +0000 2011,"Official account of U.S. Congressman David Young, proudly representing the people of Iowa's 3rd District",7.0,963.0,831.0,314205957.0,#IA03,David Young (IA-3),gop,RepDavidYoung,138.0
Thu May 19 17:15:54 +0000 2011,"The Official Twitter Feed for the House Appropriations Committee, GOP Majority. Chairman @RepHalRogers",226.0,4033.0,211.0,301549400.0,"Washington, DC",House Appropriations,gop,HouseAppropsGOP,2585.0
Mon May 16 20:52:25 +0000 2011,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit http://t.co/Ue63OYLp.,24.0,6248.0,1607.0,299883942.0,Mississippi ,Cong. Steven Palazzo,gop,CongPalazzo,1285.0
Tue May 10 12:52:01 +0000 2011,Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,0.0,3459.0,178.0,296245061.0,"Gering, NE / Washington, DC",Rep. Adrian Smith,gop,RepAdrianSmith,1342.0
Mon May 09 13:56:50 +0000 2011,I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.,2.0,4624.0,1425.0,295685416.0,,Mike Conaway,gop,ConawayTX11,610.0
Thu Apr 14 14:49:32 +0000 2011,Proudly Serving America's Veterans and Their Families.,3.0,7562.0,214.0,282093902.0,"Washington, D.C.",HouseVetAffairs,gop,HouseVetAffairs,1874.0
Wed Apr 13 13:47:05 +0000 2011,A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.,11.0,5751.0,308.0,281540744.0,Central Florida,Daniel Webster,gop,RepWebster,2069.0
Wed Apr 06 18:05:33 +0000 2011,I am honored to serve the people of Tennessee's 7th District.,17.0,16767.0,2316.0,278145569.0,"Brentwood, TN",Marsha Blackburn,gop,MarshaBlackburn,2917.0
Fri Feb 18 15:18:45 +0000 2011,This is the official Congressional Twitter account for Congressman Joe Wilson (SC-02).,0.0,4211.0,246.0,254082173.0,,Joe Wilson,gop,RepJoeWilson,333.0
Wed Feb 16 00:04:41 +0000 2011,"I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.",59.0,8092.0,1490.0,252819642.0,KS 3rd District & DC,Rep. Kevin Yoder,gop,RepKevinYoder,3974.0
Wed Feb 16 00:03:43 +0000 2011,Tom Reed represents New York's 23rd Congressional District,39.0,6455.0,188.0,252819323.0,,Tom Reed,gop,RepTomReed,897.0
Tue Feb 08 21:15:08 +0000 2011,South Louisiana's voice on Capitol Hill. Trade. Energy. Taxes. Vets. #LA03 @WaysandMeansGOP,0.0,5469.0,300.0,249339682.0,"Washington, DC/South Louisiana",Charles Boustany,gop,RepBoustany,530.0
Tue Feb 08 19:01:18 +0000 2011,Faithfully serving the Third Congressional District of Texas.,6.0,3456.0,431.0,249288197.0,Third District of Texas,Sam Johnson,gop,SamsPressShop,490.0
Tue Feb 08 16:24:26 +0000 2011,"Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee.",54.0,7289.0,1189.0,249219716.0,"Frog Jump, TN",Stephen Fincher,gop,RepFincherTN08,2743.0
Mon Feb 07 21:19:34 +0000 2011,Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives,2.0,7542.0,937.0,248850174.0,,Patrick Meehan,gop,RepMeehan,2351.0
Mon Feb 07 15:01:35 +0000 2011,Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU,20.0,8551.0,1549.0,248699486.0,"Modesto, CA",Jeff Denham,gop,RepJeffDenham,1787.0
Thu Feb 03 12:40:15 +0000 2011,U.S. Representative Ed Royce proudly serves California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.,1.0,10081.0,434.0,246769138.0,"Fullerton, CA & Washington, DC",Ed Royce,gop,RepEdRoyce,1682.0
Wed Feb 02 16:26:52 +0000 2011,Proudly serving Idaho's beautiful 1st Congressional District.,1.0,9020.0,516.0,246341769.0,"Eagle, Idaho",Raúl R. Labrador,gop,Raul_Labrador,1035.0
Fri Jan 28 22:54:50 +0000 2011,U.S. Congressman representing KS-04. West Point. General Aviation. Manufacturing. Energy. Free markets. My staff helps me on Twitter. RTs aren't endorsements.,4.0,7219.0,1344.0,244268646.0,,Mike Pompeo,gop,RepMikePompeo,2182.0
Tue Jan 25 22:36:44 +0000 2011,"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",0.0,6295.0,1110.0,242926427.0,,JaimeHerreraBeutler,gop,HerreraBeutler,234.0
Tue Jan 25 20:01:25 +0000 2011,Representative of Colorado's 3rd Congressional District,0.0,7170.0,1117.0,242873057.0,,Scott Tipton,gop,RepTipton,1223.0
Tue Jan 25 15:24:07 +0000 2011,Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.,1.0,2770.0,207.0,242772524.0,,Frank Lucas,gop,RepFrankLucas,395.0
Tue Jan 25 14:54:16 +0000 2011,"I'm a doctor, not a career politician.  I'm working to ensure the citizens of Northern Michigan have their voices heard in Congress.",4.0,8940.0,7584.0,242761889.0,"Iron River, MI",Dr. Dan Benishek,gop,CongressmanDan,482.0
Mon Jan 24 16:58:11 +0000 2011,"Congressman Charlie Dent represents Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",188.0,3683.0,420.0,242376736.0,"Washington, DC",RepCharlieDent,gop,RepCharlieDent,1300.0
Fri Jan 21 18:28:47 +0000 2011,Congressman proudly representing New Jersey's 2nd District,0.0,6131.0,213.0,241207373.0,#SouthJersey,Frank LoBiondo,gop,RepLoBiondo,2137.0
Thu Jan 20 17:44:27 +0000 2011,Proudly representing Arizona's Fourth Congressional District.,218.0,12677.0,3281.0,240760644.0,,"Rep. Paul Gosar, DDS",gop,RepGosar,4972.0
Wed Jan 19 22:29:00 +0000 2011,Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee.,9.0,7332.0,199.0,240427862.0,,David B. McKinley,gop,RepMcKinley,2410.0
Wed Jan 19 20:45:16 +0000 2011,"Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District",57.0,25511.0,12679.0,240393970.0,,Rep. Jeff Duncan,gop,RepJeffDuncan,3347.0
Wed Jan 19 20:18:39 +0000 2011,,4.0,8866.0,6156.0,240385577.0,South Carolina's 5th District,Rep. Mick Mulvaney,gop,RepMickMulvaney,1122.0
Wed Jan 19 19:50:26 +0000 2011,,49.0,6094.0,547.0,240376522.0,,Alan Nunnelee,gop,RepAlanNunnelee,1505.0
Wed Jan 19 19:11:27 +0000 2011,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO PA,228.0,12456.0,1036.0,240363117.0,Pennsylvania,Rep. Tom Marino,gop,RepTomMarino,1872.0
Tue Jan 18 21:11:04 +0000 2011,"Official Twitter Page of the Committee on Homeland Security, U.S. House of Representatives, Rep. Michael McCaul (Texas), Chairman.",0.0,8080.0,847.0,239964567.0,"Washington, DC",HomelandSecurityCmte,gop,HouseHomeland,2629.0
Tue Jan 18 16:37:10 +0000 2011,Proudly representing Pennsylvania's 11th Congressional District.,1.0,8212.0,1672.0,239871673.0,,Rep. Lou Barletta,gop,RepLouBarletta,1173.0
Fri Jan 14 00:38:49 +0000 2011,Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity,735.0,7915.0,1014.0,237944147.0,"Langhorne, PA",Mike Fitzpatrick,gop,RepFitzpatrick,4098.0
Thu Jan 13 20:26:26 +0000 2011,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",3.0,7419.0,586.0,237862972.0,MI 7th Congressional District,Rep Tim Walberg,gop,RepWalberg,1619.0
Thu Jan 13 18:03:42 +0000 2011,Member of Congress proudly representing Illinois' 14th District. Serving on @HouseScience @FinancialCmte Committees. Find me on FB at http://t.co/cAzY81jGee.,38.0,7563.0,1754.0,237814920.0,,Rep. Randy Hultgren,gop,RepHultgren,2474.0
Thu Jan 13 15:38:52 +0000 2011,I represent Missouri's 4th Congressional District in the U.S. House of Representatives. I am a wife and mother residing near Harrisonville.,3.0,7833.0,715.0,237763317.0,"Harrisonville, Missouri",Rep. Vicky Hartzler,gop,RepHartzler,3170.0
Thu Jan 13 15:03:08 +0000 2011,Proudly Representing the First Congressional District of Ohio @HouseSmallBiz @HouseJudiciary & @HouseForeign,1131.0,9632.0,5828.0,237750442.0,"Cincinnati, Ohio",Steve Chabot,gop,RepSteveChabot,1571.0
Wed Jan 12 16:57:04 +0000 2011,Congressman for South Carolina's 4th District.,0.0,152964.0,364.0,237348797.0,,Trey Gowdy,gop,TGowdySC,1115.0
Wed Jan 12 15:20:23 +0000 2011,"I serve hardworking Texas families -- to #RebuildTheAmericanDream, and to grow opportunities for more good American jobs and better paychecks.",237.0,8840.0,1760.0,237312687.0,17th District of Texas,Rep. Bill Flores,gop,RepBillFlores,3914.0
Wed Jan 12 14:46:14 +0000 2011,Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.,19.0,8042.0,1957.0,237299871.0,Alabama,Mo Brooks,gop,RepMoBrooks,600.0
Tue Jan 11 19:20:05 +0000 2011,Proud to represent the people of New Hampshire's First Congressional District!,103.0,3389.0,282.0,236960387.0,First District - New Hampshire,Rep. Frank Guinta,gop,RepFrankGuinta,766.0
Tue Jan 11 17:20:35 +0000 2011,Serving my third term representing the great people of the 16th district of Ohio in the House of Representatives,1.0,8148.0,636.0,236916916.0,,Rep. Jim Renacci,gop,RepJimRenacci,2122.0
Tue Jan 11 16:34:58 +0000 2011,"A self-made businessman, husband and father committed to representing the people of New York's 22nd Congressional District.",3.0,7993.0,444.0,236899846.0,,Rep. Richard Hanna,gop,RepRichardHanna,2665.0
Mon Jan 10 17:48:59 +0000 2011,Proudly Representing Florida's 11th Congressional District,0.0,2938.0,170.0,236479311.0,FL-11 and Washington DC,Rich Nugent,gop,RepRichNugent,65.0
Fri Jan 07 21:47:44 +0000 2011,Republican Congressman for Tennessee's 4th Congressional District.,10.0,7090.0,1116.0,235312723.0,,Scott DesJarlais,gop,DesJarlaisTN04,2380.0
Fri Jan 07 19:44:44 +0000 2011,I represent New Mexico's Second Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.,2.0,6605.0,684.0,235271965.0,"Hobbs, NM",Steve Pearce,gop,RepStevePearce,2456.0
Fri Jan 07 18:44:34 +0000 2011,"I'm South Dakota's lone Member of the U.S. House of Representatives.  I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.",35.0,14545.0,335.0,235251868.0,Castlewood & Washington,Rep. Kristi Noem,gop,RepKristiNoem,2104.0
Fri Jan 07 15:46:29 +0000 2011,My official House office Twitter account. I work for the people of TN-03.,0.0,6020.0,622.0,235190657.0,"Washington, D.C./TN-03",Chuck Fleischmann,gop,RepChuck,1251.0
Thu Jan 06 23:23:12 +0000 2011,"Congressman for New York's 19th Congressional District, Army Veteran, Member of the House Agriculture and Armed Services Committees",5.0,7323.0,199.0,234937222.0,"Kinderhook, NY",Chris Gibson,gop,RepChrisGibson,1160.0
Thu Jan 06 21:36:56 +0000 2011,Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.,1.0,4394.0,564.0,234906311.0,"Hopkinsville, KY",Rep. Ed Whitfield,gop,RepEdWhitfield,598.0
Thu Jan 06 18:01:58 +0000 2011,Congressman For Virginia's 5th District. You can also keep up with me on Facebook: http://t.co/tFVsemZWnP,0.0,7462.0,523.0,234837632.0,,Rep. Robert Hurt ,gop,RepRobertHurt,1869.0
Thu Jan 06 17:17:21 +0000 2011,"R-OH; Chairman, T&I Subcommittee on Water Resources and Environment; Agriculture Comm; http://t.co/sXrcqLkW2r",12.0,8123.0,2754.0,234822928.0,US Congress,Rep. Bob Gibbs,gop,RepBobGibbs,1830.0
Thu Jan 06 16:45:56 +0000 2011,Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38hemtk,105.0,7914.0,1521.0,234812598.0,Indiana's 8th District  ,"Larry Bucshon, MD",gop,RepLarryBucshon,3277.0
Thu Jan 06 16:01:46 +0000 2011,I am proud to represent the 8th Congressional District of Georgia.,7.0,7416.0,317.0,234797704.0,"Ashburn, GA",Rep. Austin Scott,gop,AustinScottGA08,1406.0
Thu Jan 06 00:23:09 +0000 2011,News and updates from Chairman K. Michael Conaway (TX-11) and the House Agriculture Committee.,87.0,11612.0,1082.0,234573331.0,"Washington, DC",House Ag Committee,gop,HouseAgNews,3086.0
Wed Jan 05 18:53:03 +0000 2011,Proud to serve the folks of Arkansas's 3rd District. Follow me on Facebook:  http://t.co/po5GaonDqA,14.0,8380.0,1153.0,234469322.0,Arkansas's 3rd District,Rep. Steve Womack,gop,rep_stevewomack,2872.0
Tue Jan 04 22:35:16 +0000 2011,"I serve the people of #IN09 in Congress. Contact our offices at 812-288-3999 (Jeffersonville), 812-336-3000 (Bloomington) or 202-225-5315 (Washington, DC).",6.0,7792.0,453.0,234128524.0,Indiana's 9th District,Rep. Todd Young,gop,RepToddYoung,2232.0
Tue Jan 04 19:05:24 +0000 2011,Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.,2.0,7381.0,408.0,234057152.0,9th District of Virginia,Morgan Griffith,gop,RepMGriffith,786.0
Tue Jan 04 18:55:59 +0000 2011,Proudly serving as the Representative for Wisconsin's 8th Congressional District.,12.0,7375.0,1021.0,234053893.0,"Appleton, WI",Reid Ribble,gop,RepRibble,923.0
Tue Jan 04 17:28:01 +0000 2011,"I am a devoted husband of one, proud father of seven and the Representative for Wisconsin's Seventh District. Also at http://t.co/9KamT0WmS0.",724.0,13635.0,2572.0,234022257.0,,Sean Duffy,gop,RepSeanDuffy,2244.0
Tue Jan 04 14:01:28 +0000 2011,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,2.0,8623.0,3633.0,233949261.0,"2nd District, MI",Rep. Bill Huizenga,gop,RepHuizenga,4491.0
Tue Jan 04 07:09:11 +0000 2011,"I defend #liberty and explain every vote at http://t.co/dqw6qdBbbV. • ''Laws must be general, equal, and certain.'' —F.A. Hayek",19.0,51901.0,2927.0,233842454.0,Michigan's Third District,Justin Amash,gop,repjustinamash,7033.0
Tue Jan 04 01:43:06 +0000 2011,Conservative representing Kansas First District in the U.S. House of Reps. http://t.co/QVnLuBoD,45.0,11412.0,2139.0,233761277.0,"Washington, D.C. ",Cong. Tim Huelskamp,gop,CongHuelskamp,4869.0
Mon Jan 03 21:57:49 +0000 2011,Representing Arkansas's First District in the United States Congress,109.0,8180.0,1247.0,233693291.0,"Washington, DC",Rep Rick Crawford,gop,RepRickCrawford,2216.0
Tue Dec 21 19:48:02 +0000 2010,Serving Arizona's 6th District in the U.S. House of Representatives.,328.0,10477.0,1958.0,229197216.0,Arizona,Rep David Schweikert,gop,RepDavid,3076.0
Wed Dec 08 21:58:36 +0000 2010,"Committee on House Administration, Republican Office. Candice S. Miller, Michigan, Chairman",0.0,3436.0,236.0,224391627.0,1309 LHOB,CHA Republicans,gop,HouseAdmnGOP,178.0
Wed Dec 08 16:56:29 +0000 2010,Congressional Twitter account for U.S. Representative Martha Roby (R-AL),82.0,12645.0,2092.0,224294785.0,,Rep. Martha Roby ,gop,RepMarthaRoby,5038.0
Thu Dec 02 23:59:37 +0000 2010,Proudly serving Nevada's 3rd Congressional District,2.0,7680.0,86.0,222286905.0,,Congressman Joe Heck,gop,RepJoeHeck,2728.0
Wed Dec 01 16:41:57 +0000 2010,"It is a privilege to serve and represent Virginia's
 2nd Congressional District.",32.0,8947.0,2593.0,221793778.0,"Virginia Beach, VA",Rep. Scott Rigell,gop,RepScottRigell,3410.0
Wed Nov 24 21:04:11 +0000 2010,I represent Illinois' 16th District. It's an honor to serve in Congress on Energy & Commerce and as a pilot in the Air National Guard.,12.0,12831.0,964.0,219429281.0,"Channahon, IL",Adam Kinzinger,gop,RepKinzinger,2449.0
Tue Nov 09 12:15:55 +0000 2010,I am honored to serve the Second District of North Carolina in the United States Congress. Follow my work in Washington and #NC02.,30.0,14867.0,6498.0,213634439.0,NC's Second District,Rep. Renee Ellmers,gop,RepReneeEllmers,5300.0
Thu Nov 04 16:00:16 +0000 2010,,1.0,5886.0,228.0,211901075.0,"#IN03 / Washington, DC",Rep. Marlin Stutzman,gop,RepStutzman,922.0
Wed Nov 03 14:33:04 +0000 2010,Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.,41.0,8341.0,708.0,211530910.0,Eastern/Southeastern Ohio,Bill Johnson,gop,RepBillJohnson,2991.0
Wed Nov 03 05:57:36 +0000 2010,Proud to represent the citizens of Ohio's 15th Congressional District.,1073.0,8561.0,911.0,211420609.0,,Steve Stivers,gop,RepSteveStivers,1871.0
Mon Oct 04 15:09:48 +0000 2010,Joe Pitts represents the 16th Congressional District of Pennsylvania: http://t.co/NpQGE161wQ,0.0,6410.0,79.0,198526130.0,Pennsylvania,CongressmanJoePitts,gop,RepJoePitts,949.0
Mon Sep 13 17:36:23 +0000 2010,Conservative Republican representing Georgia's 14th Congressional District,6.0,10048.0,2639.0,190328374.0,"Washington, DC",Tom Graves,gop,RepTomGraves,2333.0
Thu Jul 01 17:14:51 +0000 2010,Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations.,4.0,8250.0,1106.0,161743731.0,Texas and Washington,OfficeofKayGranger,gop,RepKayGranger,1190.0
Tue May 25 16:02:26 +0000 2010,,0.0,1274.0,95.0,148006729.0,Brigham City or D.C.,Rob Bishop,gop,RepRobBishop,0.0
Mon Apr 26 17:19:38 +0000 2010,U.S. Congressman representing Georgia's Third Congressional District.,100.0,7876.0,517.0,137407124.0,,Lynn Westmoreland,gop,RepWestmoreland,2205.0
Thu Mar 18 17:34:35 +0000 2010,I am proud to represent #Michigan's 6th District and serve as Chairman of @HouseCommerce,14.0,12301.0,2846.0,124224165.0,"St. Joseph, Michigan",Fred Upton,gop,RepFredUpton,2393.0
Fri Feb 26 15:45:58 +0000 2010,"U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.",5.0,7655.0,448.0,117777832.0,Southwestern Pennsylvania,Rep. Tim Murphy,gop,RepTimMurphy,1711.0
Tue Feb 16 14:18:06 +0000 2010,House Energy & Commerce: #Health #Oversight #Investigations #Energy #Power #Communications #Technology #Environment #Economy #Commerce #Manufacturing #Trade,24.0,18880.0,1024.0,114756202.0,"Washington, D.C.",Energy and Commerce,gop,HouseCommerce,6207.0
Mon Feb 01 22:58:22 +0000 2010,"Representing Tennessee's 6th Congressional District; 
nurse, small business owner and member of @WaysandMeansGOP & Budget Committee",7.0,10415.0,1461.0,110545675.0,,Diane Black,gop,RepDianeBlack,3106.0
Fri Oct 23 15:42:30 +0000 2009,The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.,1.0,9782.0,245.0,84620376.0,"Washington and Northwest, LA",John Fleming,gop,RepFleming,1310.0
Tue Sep 29 17:37:09 +0000 2009,"The official Twitter page for the U.S. House Rules Committee, GOP Majority. Congressman Pete Sessions (R-TX), Chairman.",6.0,8704.0,1369.0,78369108.0,"Washington, DC",HouseRulesCommittee,gop,RulesReps,1701.0
Tue Sep 22 21:16:37 +0000 2009,Proudly serving the 4th Congressional District of Alabama in Congress,32.0,8178.0,68.0,76452765.0,"Haleyville, AL",Rep. Robert Aderholt,gop,Robert_Aderholt,969.0
Tue Sep 22 14:43:45 +0000 2009,"Serving my seventh term in Congress, I am married to wife, Vicky. I served 25 years in the Marine Corps, retiring at the rank of Colonel.",0.0,7284.0,185.0,76350004.0,"Burnsville, MN",John Kline,gop,repjohnkline,2482.0
Mon Sep 21 20:26:26 +0000 2009,U.S. Congressman from Idaho's 2nd Congressional District,1.0,3494.0,66.0,76132891.0,"Washington, D.C. ",Cong. Mike Simpson,gop,CongMikeSimpson,322.0
Fri Sep 18 19:48:08 +0000 2009,"House Foreign Affairs Committee, U.S. House of Representatives",11.0,17768.0,1973.0,75367781.0,"Washington, DC",Foreign Affairs Cmte,gop,HouseForeign,6830.0
Mon Sep 14 16:40:24 +0000 2009,"Member of Congress, representing the second district of the great state of Texas",0.0,12635.0,474.0,74198348.0,"Humble, Texas",Ted Poe,gop,JudgeTedPoe,2440.0
Thu Sep 03 15:34:29 +0000 2009,"This is the official campaign twitter page for Randy Forbes, VA-04.",0.0,1937.0,1856.0,71281860.0,"Chesapeake, VA",Randy Forbes,gop,RepRandyForbes,978.0
Tue Jun 30 20:07:34 +0000 2009,"Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.",0.0,8685.0,253.0,52503751.0,East Tennessee,Dr. Phil Roe,gop,DrPhilRoe,1571.0
Fri Jun 26 21:15:07 +0000 2009,"I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",48.0,6306.0,1073.0,51228911.0,"Washington, DC and Dayton, OH",US Rep. Mike Turner,gop,RepMikeTurner,1622.0
Wed Jun 24 00:21:07 +0000 2009,"United States Representative, 4th District of California",0.0,8261.0,0.0,50152441.0,"Washington, DC",Tom McClintock,gop,RepMcClintock,224.0
Wed Jun 17 21:09:41 +0000 2009,Representing the 4th District of Iowa #IA04,14.0,23778.0,77.0,48117116.0,"Washington, DC",Steve King,gop,SteveKingIA,1022.0
Wed Jun 17 00:59:59 +0000 2009,"Wife, mother of 4 awesome children, and in my spare time - Congresswoman to #CA45.",247.0,2985.0,844.0,47798449.0,"Irvine, CA",Mimi Walters,gop,RepMimiWalters,1492.0
Wed May 27 17:00:31 +0000 2009,"U.S. House Committee on Financial Services – @RepHensarling (TX-05), Chairman. Top priorities: a stronger economy, more jobs & no more bailouts.",67.0,14583.0,3304.0,42924141.0,"Washington, D.C.",Financial Services,gop,FinancialCmte,6083.0
