dt,title
2014-05-24 00:00:00,Ege merkezli korkutan deprem
2014-05-28 00:00:00,Bilici’den Gülen Cemaati’ne özeleştiri çağrısı
2014-05-29 00:00:00,Gülen’in eski dosyaları yeniden açılıyor
2014-05-29 00:00:00,Kütahyalı: “Mavi Marmara kararını Gülenciler çıkardı”
2014-05-30 00:00:00,Başbakan Erdoğan: “Artist müsveddeleri…”
2014-06-03 00:00:00,El Nusra terör örgütü listesine dahil edildi
2014-06-04 00:00:00,Türkiye’den yüklenen Kuzey Irak petrolü Fas’a ulaştı
2014-06-06 00:00:00,Demirtaş o sözleri yalanladı
2014-06-11 00:00:00,ABD’den Musul açıklaması: “Kınıyoruz”
2014-06-11 00:00:00,Köşk’te haritalı IŞİD zirvesi; açıklama yok
2014-06-11 00:00:00,Türkiye dolar milyarderleri listesinde 12′nci oldu
2014-06-11 00:00:00,Başbakanlık’ta “Musul” zirvesi
2014-06-11 00:00:00,Erdoğan ABD Başkan Yardımcısı ile görüştü
2014-06-11 00:00:00,Davutoğlu dün “Önlem aldık” demişti
2014-06-11 00:00:00,Davutoğlu’ndan IŞİD’e: “Kimse bizi test etmesin”
2014-06-12 00:00:00,Davutoğlu: “Rehineler daha güvenli bir noktada”
2014-06-12 00:00:00,Meclis’te Musul oturumu iptal
2014-06-12 00:00:00,IŞİD 24 saattir Türk Başkosolosluğu’nda
2014-06-13 00:00:00,Suskunluğunu koruyan Erdoğan Karadeniz turunda
2014-06-15 00:00:00,Bugün Babalar Günü
2014-06-15 00:00:00,Başbakan’dan Telafer açıklaması
2014-06-15 00:00:00,Ankara’dan Libya’da “Musul” önlemi
2014-06-16 00:00:00,Ala: “Türkiye’yi demokratik hale getirmeye çalışıyoruz”
2014-06-18 00:00:00,Türkiye El Nusra’yı terör listesinden çıkardı mı?
2014-06-23 00:00:00,Kurtulmuş: “Askerden sonra sıra MB ve yargıda”
2014-06-23 00:00:00,Melih Gökçek’in Twitter hesabı kurtarıldı
2014-06-24 00:00:00,Başbakan’dan sürpriz görüşmeler
2014-06-24 00:00:00,Davutoğlu’ndan Kerkük açıklaması
2014-06-24 00:00:00,Başbakan’ın dili sürçtü: “Pensilvanya’daki yatışım…”
2014-06-28 00:00:00,“Fethullah Gülen parti kuruyor” iddiası
2014-06-28 00:00:00,Ramazan başladı
2014-06-28 00:00:00,Başbakan’a 402 yeni danışman geliyor
2014-07-01 00:00:00,Erdoğan’ın seçim logosu belli oldu
2014-07-05 00:00:00,Erdoğan’ın logosu ile ilgili yeni iddia yalan çıktı
2014-07-07 00:00:00,Erdoğan: “Obama ile Merkel de seçilirken çekilmedi”
2014-07-08 00:00:00,Erdoğan’ın oğlu Mısır’la ticaret mi yapıyor?
2014-07-11 00:00:00,Gökçek’ten Tilbe’ye destek
2014-07-15 00:00:00,Milli Piyango’ya Net Şans-Hitay’dan 5.83 milyar TL
2014-07-15 00:00:00,ABD Başkonsolosluğu iftarı Diyarbakır’ı karıştırdı
2014-07-16 00:00:00,ABD Senatosu’nda “Erdoğan otoriterleşti mi?” tartışması
2014-07-18 00:00:00,Gazze meselesinde Kürecik radarı tartışması
2014-07-19 00:00:00,Erdoğan: “Bu millet vazo değil başkumandan seçiyor”
2014-07-20 00:00:00,Dışişleri’nden Kılıçdaroğlu’na “Kürecik radarı” yanıtı
2014-07-20 00:00:00,Erdoğan: “Asıl kırıcı davranan Amerika’dır”
2014-07-21 00:00:00,Başbakan’dan “Yahudi nişanı” açıklaması
2014-07-21 00:00:00,CHP’li vekiller Gazze’ye gidiyor
2014-07-23 00:00:00,“Obama’yla görüşemiyoruz” sözleri gündemde
2014-07-24 00:00:00,Yahudi Kongresi Erdoğan’a verdiği ödülü geri istedi
2014-07-27 00:00:00,Günay: “Erdoğan Mavi Marmara’ya öfkelendi”
2014-07-28 00:00:00,Erdoğan’dan eski vekillerine “paralel ziyaret” tepkisi
2014-07-30 00:00:00,100 milyon dolar imar izni için mi verildi?
2014-07-31 00:00:00,Yurt dışında oy verme işlemi başladı
2014-07-31 00:00:00,Erdoğan: “Alın ödülünüzü başınıza çalın”
2014-07-31 00:00:00,CHP’li Gök’ten Başbakan’a: “Torunun ABD doğumlu”
2014-08-02 00:00:00,Erdoğan: “Masum çocukların ahı İsrail’den sorulur”
2014-08-03 00:00:00,Gazze’de BM okulu vuruldu: En az 10 ölü
2014-08-05 00:00:00,Çeşme’de bodyguard dayağı
2014-08-06 00:00:00,Dolar dört ayın zirvesinde; 2.16 TL’yi aştı
2014-08-07 00:00:00,Erdoğan’dan gazeteciye: “Militan edepsiz kadın”
2014-08-07 00:00:00,Erdoğan’ın Ermenilere yönelik sözleri tartışılıyor
2014-08-08 00:00:00,ABD müdahalesiyle rehine krizi yeniden tartışılıyor
2014-08-09 00:00:00,Savunma Bakanı: “IŞİD’e operasyon söz konusu değil”
2014-08-09 00:00:00,Doğan Medya’daki ayrılıkların yankısı sürüyor
2014-08-10 00:00:00,Musul rehine krizi 3′üncü ayına giriyor
2014-08-12 00:00:00,Obama’dan Erdoğan’a tebrik telefonu
2014-08-13 00:00:00,IŞİD komutanı Reyhanlı’da ABD basınına konuştu
2014-08-13 00:00:00,Türkiye sınırları içinde PKK’dan IŞİD’e operasyon
2014-08-15 00:00:00,Süleyman Seba’yı binler uğurladı
2014-08-15 00:00:00,Yeni Şafak yazarı: “Boğaziçi Bilkent ODTÜ yıkılmalı”
2014-08-21 00:00:00,Buzlu su kampanyasının yaratıcısı öldü
2014-08-22 00:00:00,ALS için buzlu su döken çok bağış yapan az
2014-08-23 00:00:00,Erdoğan’ın yemin törenine uluslararası katılım
2014-08-25 00:00:00,ALS’ye bağış 331 bin liraya ulaştı
2014-08-26 00:00:00,Hollanda Türkiye’deki Patriotlarını geri çekiyor
2014-08-27 00:00:00,Erdoğan AK Parti’ye veda etti: “Davutoğlu emanetçi değil”
2014-08-27 00:00:00,Obama yemin törenine maslahatgüzar gönderiyor
2014-08-29 00:00:00,Erdoğan’ın yeni uçağı İstanbul’da
2014-09-01 00:00:00,Cumhurbaşkanı Erdoğan’dan dinleme iddialarına açıklama
2014-09-01 00:00:00,Arınç’tan rehine krizine yönelik açıklama
2014-09-01 00:00:00,Yeni Şafak’ yazarından “Başkanın uçağı” gafı
2014-09-01 00:00:00,Dışişleri’nden “dinleme” açıklaması
2014-09-04 00:00:00,NATO Zirvesi bugün başladı
2014-09-07 00:00:00,Ulusal basında “Gülen”e karşı ortak manşetler
2014-09-08 00:00:00,ABD Savunma Bakanı IŞİD için Ankara’da
2014-09-08 00:00:00,Bülent Arınç: “İş kazası olduğu anlaşılıyor”
2014-09-09 00:00:00,Ankara IŞİD’e karşı koalisyonda yer alacak mı?
2014-09-09 00:00:00,“ABD Gülen’i iade edecek” tartışması
2014-09-09 00:00:00,Dolar beş ayın zirvesinde; 2.20 TL’yi gördü
2014-09-11 00:00:00,Türkiye ekonomisi 18′inci sıraya geriledi
2014-09-11 00:00:00,“Teftiş Kurulu Başkanı Bilal Erdoğan’ın arkadaşı” iddiası
2014-09-12 00:00:00,Kerry IŞİD için Erdoğan ve Davutoğlu ile görüştü
2014-09-12 00:00:00,FED Ziraat Bankası’nın faaliyetini durdurdu
2014-09-12 00:00:00,Türkiye IŞİD bildirgesine imza atmadı
2014-09-13 00:00:00,Türkiye IŞİD’in insan kaynağı mı oldu?
2014-09-14 00:00:00,NYT’den “Türkiye IŞİD petrolü alıyor” iddiası
2014-09-14 00:00:00,Erdoğan’dan IŞİD açıklaması: “Teröre tavır bellidir”
2014-09-17 00:00:00,CHP liderinden Ocaktan’a: “Ozon tabakasını delen de CHP”
2014-09-17 00:00:00,Adnan Menderes idam edilmesinin 53′üncü yılı
2014-09-17 00:00:00,Erdoğan’dan NYT’ye: “Alçaklıktır adiliktir edepsizliktir”
2014-09-17 00:00:00,Güvenlik Zirvesi’nden “IŞİD’e karşı işbirliğine devam” kararı
2014-09-18 00:00:00,IŞİD koalisyonuna destek verenler listesinde Türkiye yok
2014-09-18 00:00:00,Dolar 6 ayın zirvesinde
2014-09-18 00:00:00,Kopyalanan bilgilerde Obama’nın imzası unutuldu
2014-09-18 00:00:00,Erdoğan’dan Habertürk’e “frikik” uyarısı iddiası
2014-09-20 00:00:00,IŞİD: “Türkiye ile müzakere ettik”
2014-09-20 00:00:00,Kurtarma “CIA hamlesi” diyen Tayyar’dan geri adım
2014-09-22 00:00:00,Edip Başer: “Büyük Kürdistan’a doğru gidiyoruz”
2014-09-22 00:00:00,CIA Başkanı’ndan Hakan Fidan’a tebrik telefonu
2014-09-23 00:00:00,Erdoğan New York Times’la görüşmeyi reddetti
2014-09-23 00:00:00,Taksim’de ABD’nin IŞİD operasyonuna protesto
2014-09-24 00:00:00,Başbakanlık: “İncirlik IŞİD’e karşı kullanılmadı”
2014-09-24 00:00:00,Erdoğan’a “Oval Ofis” benzeri oda
2014-09-24 00:00:00,“Erdoğan Sisi ile görüşecek” iddiasına Köşk’ten yalanlama
2014-09-24 00:00:00,Erdoğan: “IŞİD terör örgütüdür”
2014-09-24 00:00:00,Erdoğan’dan IŞİD yorumu: “Gereken desteği vereceğiz”
2014-09-24 00:00:00,Obama’dan kopyalanan bilgiler çıktı; hesap kaldı
2014-09-24 00:00:00,Akdoğan’dan “IŞİD’le mücadele” açıklaması
2014-09-25 00:00:00,Akif Beki: “Türkiye ABD’yi köşeye sıkıştırdı”
2014-09-25 00:00:00,Adem Yavuz Arslan: “Erdoğan’ın danışmanları bana saldırdı”
2014-09-25 00:00:00,Star gazetesi boş olan salonu doldurdu
2014-09-25 00:00:00,ABD’den Türkiye’deki vatandaşlarına terör uyarısı
2014-09-26 00:00:00,Erdoğan’ın korumalarına ABD’deki Türklerden tepki
2014-09-26 00:00:00,Fatih Camii’nde ABD ve Esad karşıtı eylem
2014-09-27 00:00:00,Demirtaş: “Kobani düşmek üzere”
2014-09-27 00:00:00,HSYK tartışmalarına Erdoğan da katıldı
2014-09-28 00:00:00,Cumhurbaşkanı’ndan iPhone kuyruğu eleştirisi
2014-09-29 00:00:00,DEİK’in yeni başkanı MÜSİAD eski Başkanı Vardan
2014-09-29 00:00:00,Dolar 8 ayın zirvesine ulaştı; Zeybekci “Endişe yok” dedi
2014-09-29 00:00:00,Türk firmasından Harvard’a 24 milyon dolar bağış
2014-10-01 00:00:00,Gündemdeki tartışma: Süleyman Şah Türbesi
2014-10-01 00:00:00,WSJ: “AK Saray için harcanan para ile Mars’a üç uydu giderdi”
2014-10-02 00:00:00,CNN Türk’te Kobani’deki çatışmalar tartışıldı
2014-10-03 00:00:00,Fitch Türkiye’nin kredi notunu değiştirmedi
2014-10-04 00:00:00,Erdoğan Biden’i yalanladı: “İspatlasın”
2014-10-04 00:00:00,Biden’in sözcüsünden medyaya diplomatik açıklama
2014-10-07 00:00:00,ABD’den Türkiye’ye “Esad” cevabı: “IŞİD’e odaklandık”
2014-10-11 00:00:00,Petrol fiyatları düştü
2014-10-13 00:00:00,IŞİD’den Türkiye sınırında intihar saldırısı
2014-10-13 00:00:00,Bakan Çavuşoğlu: “İncirlik’le ilgili bir karar yok”
2014-10-16 00:00:00,Taraf yazarı Perihan Mağden: “Garipoğlu’na haksızlık ettik”
2014-10-16 00:00:00,“Ebola biyolojik silahı” iddiası
2014-10-17 00:00:00,Davutoğlu’nun danışmanı: “Kobani PR kampanyası”
2014-10-19 00:00:00,Cumhurbaşkanı Erdoğan ile Obama görüştü
2014-10-20 00:00:00,Ajanlıkla suçlanan yabancı gazeteci kazada öldü
2014-10-20 00:00:00,Peşmergenin Türkiye üzerinden Kobani’ye geçişine izin verildi
2014-10-20 00:00:00,TSK’dan peşmerge yorumu: “Konunun muhatabı değiliz”
2014-10-21 00:00:00,Erdoğan’ın gündemi yine Berkin Elvan oldu
2014-10-21 00:00:00,ABD’nin silah yardımı ve peşmergeye geçiş izni tartışılıyor
2014-10-21 00:00:00,Davutoğlu: “Molotof bir saldırı aracıdır”
2014-10-22 00:00:00,Türkiye’de Ebola’dan sonra MERS korkusu
2014-10-22 00:00:00,Erdoğan: “Obama’ya peşmerge teklifini ben yapmıştım”
2014-10-22 00:00:00,ABD’nin attığı bazı silahlar IŞİD’in eline geçti
2014-10-23 00:00:00,Erdoğan: “ABD Türkiye’ye rağmen silah yardımı yaptı”
2014-10-23 00:00:00,HDP lideri Demirtaş: “Hükümetin hedefi benim”
2014-10-24 00:00:00,Kobani’de çatışmalar yeniden şiddetlendi
2014-10-24 00:00:00,Erdoğan: “PYD ÖSO desteğini kabul etti”
2014-10-24 00:00:00,Kurtulmuş: “Bir ülkeye kara harekatı kolay değil”
2014-10-25 00:00:00,İstanbul’daki konsolosluklarda “Sarı toz” alarmı
2014-10-25 00:00:00,ABD: “ÖSO’nun Kobani’ye gitmesini destekliyoruz”
2014-10-26 00:00:00,Erdoğan “PKK ve HDP Türkiye’de barışı istemiyor”
2014-10-27 00:00:00,Tozlu zarflarda biyolojik harp maddesine rastlanmadı
2014-10-30 00:00:00,Urfa’da peşmergeye “Yaşasın Obama”  sloganıyla karşılama
2014-10-31 00:00:00,Erdal İnönü anılıyor
2014-11-03 00:00:00,Türk firması İngiliz bisküvi devini satın aldı
2014-11-03 00:00:00,Bayık: “Çözüm süreci için ABD gözlemci olsun”
2014-11-11 00:00:00,Fatih Altaylı “uzun tatile” çıktı
2014-11-12 00:00:00,İstanbul’da ABD askerine çuval geçirildi; ABD kınadı
2014-11-12 00:00:00,Tuğluk: “Süreç bitirildi; bizim ilan etmemiz isteniyor”
2014-11-13 00:00:00,Kobani’deki çatışmalarda 2 ay geride kaldı
2014-11-13 00:00:00,Akşam’dan Hamas’a: “Terör örgütü”
2014-11-13 00:00:00,RTÜK uzmanından öpüşme analizi: “Lip-o-suction”
2014-11-14 00:00:00,AK Partili vekilin 26 yaşındaki oğlu bakanlık müşaviri oldu
2014-11-15 00:00:00,Cumhurbaşkanı Erdoğan: “Küba’nın tepesine cami yakışır”
2014-11-16 00:00:00,İspanyol basınından Erdoğan’a Kolomb sorusu: “İspatla”
2014-11-16 00:00:00,Müslümanların Amerika’yı keşfi ve Küba’ya cami gündemde
2014-11-16 00:00:00,Davutoğlu ve Obama’dan farklı Esad açıklaması
2014-11-17 00:00:00,Dilipak: “Kolomb’dan önce İstanbul’da Kızılderili gelin vardı”
2014-11-18 00:00:00,Erdoğan’dan Amerika’nın keşfi eleştirilerine yanıt
2014-11-19 00:00:00,Hatem Yavuz’dan çevrecileri kızdıracak marka
2014-11-19 00:00:00,Garanti Bankası İspanyollara satıldı
2014-11-20 00:00:00,AK Saray emlak sitesinde satılığa çıkarıldı
2014-11-20 00:00:00,Deniz Gezmiş’in annesi yaşamını yitirdi
2014-11-21 00:00:00,ABD Başkan Yardımcısı Biden İstanbul’da
2014-11-21 00:00:00,Bozdağ’dan Saray savunması: “Pembe Köşk’te de bilardo var”
2014-11-22 00:00:00,Erdoğan-Biden görüşmesi: “Fikir birliği içindeyiz”
2014-11-26 00:00:00,Çavuşoğlu: “Dünyada Twitter takipçisi en çok bizde”
2014-11-27 00:00:00,İfade veren Egemen Bağış: “Hediye Türk geleneği”
2014-11-27 00:00:00,Sabah: “Paralel’i CIA ve MOSSAD yönetiyor”
2014-11-29 00:00:00,Kobani’deki çatışmalar sınıra 25 metrede
2014-12-04 00:00:00,ABD Büyükelçiliği’nden Gaziantep’te saldırı uyarısı
2014-12-04 00:00:00,“AK Saray” için açılan davada Atatürk’ün vasiyetine bakılacak
2014-12-04 00:00:00,Şişli Belediyesi’nde İnönü-Sarıgül gerilimi
2014-12-04 00:00:00,ABD askerlerinin başına çuval geçirenlere 10 yıl hapis talebi
2014-12-05 00:00:00,Türkiye’nin ilk Kültür Bakanı Halman vefat etti
2014-12-05 00:00:00,Tatlıses: “Saray milletin; bunu göremediniz”
2014-12-06 00:00:00,Cumhurbaşkanı: “Polis kendisini savunmayacak mı?”
2014-12-07 00:00:00,Russell Crowe: “Avustralya’yı Müslümanlar keşfetmiş olabilir”
2014-12-12 00:00:00,Dolar iki ayın zirvesinde; 2.30 TL’yi geçti
2014-12-13 00:00:00,"“ABD’li Başkonsolos, Türk genciyle evleniyor” iddiası"
2014-12-14 00:00:00,CHP’li Haluk Koç’tan yeni “torpil” listesi
2014-12-15 00:00:00,Dolarda tarihi rekor; 2.40 TL’ye dayandı
2014-12-16 00:00:00,“Digitürk Katar şeyhine satıldı” iddiası
2014-12-17 00:00:00,Erdoğan’dan Gülen’e: “Elini kolunu bağlayan yok ki gel”
2014-12-18 00:00:00,Nazlı İnönü suçladı; Sarıgül yalanladı
2014-12-19 00:00:00,Fuat Avni ile Gülerce yeniden karşı karşıya
2014-12-19 00:00:00,Fethullah Gülen hakkında yakalama talebi
2014-12-22 00:00:00,Bulaç Dilipak’ı doğruladı: “AK Parti bir Amerikan projesiydi”
2014-12-23 00:00:00,Rektör: “Tayt ya da mini etekle üniversiteye gelinmez”
2014-12-26 00:00:00,Davutoğlu: “‘Dönemin başbakanı’ dedikleri kişi…”
2014-12-27 00:00:00,Bülent Arınç: “Arkadan vurulduk”
2014-12-29 00:00:00,Türk ekonomisi iki basamak geriledi
2014-12-29 00:00:00,Gülen’in pasaportunun iptaline Danıştay vizesi
2014-12-31 00:00:00,Türkiye’de 2014 böyle geçti
2015-01-02 00:00:00,MEB’den yeni “değerler eğitimi”
2015-01-03 00:00:00,Dumanlı’dan ABD basınında ağır Erdoğan eleştirisi
2015-01-04 00:00:00,Tatlıses milletvekili adaylığını duyurdu
2015-01-07 00:00:00,ÖDP lideri Taş: “Türkiye’de ‘devrimci ilahiyat’ gerek”
2015-01-08 00:00:00,Kadri Gürsel: “Fransa’nın Madımak’ı”
